Date,ShopName,Prefecture,longitude,latitude,Open,genres
2019-08-03,ぐるぐるべゑぐる,神奈川県,139.55060080676017,35.31754766718571,1, #ドーナツ
2019-08-01,クリスピー・クリーム・ドーナツ 越谷レイクタウン店,埼玉県,139.82276521585072,35.87774288014892,1, #ドーナツ
2019-07-30,ジャックインザドーナッツ イオンモール東浦店,愛知県,136.97198921583268,34.97875048036409,1, #ドーナツ
2019-07-19,Home Made Donuts NISCO,三重県,136.02945082925885,33.83013499879168,1, #ドーナツ
2019-07-12,クリスピー・クリーム・ドーナツ神戸マルイ店,兵庫県,135.1936235287229,34.69258456820922,1, #ドーナツ
2019-06-08,Specialty Pumpkin Zucca,兵庫県,135.19074646794445,34.69025478598482,1, #ドーナツ
2019-06-05,ZARAME BASE,京都府,135.7293738292603,35.03188399877195,1, #ドーナツ
2019-05-24,ヘンボッハン テッペ 幸せの宅急便,宮城県,140.87953982926447,38.258713998729654,1, #ドーナツ
2019-05-19,ZARAME 京都店,京都府,135.7293718292604,35.0318509987719,1, #ドーナツ
2019-05-19,クリスピー・クリーム・ドーナツ東京ソラマチ店,東京都,139.80860591584718,35.71025598018745,1, #ドーナツ
2019-05-17,パンケーキとベーグルの店 colony コロニー,北海道,141.90226871415763,43.55541106542288,1, #ドーナツ
2019-04-24,JACK IN THE DONUTS（ジャック イン ザ ドーナッツ）ピエリ守山店,滋賀県,135.9428234184907,35.12164577880825,1, #ドーナツ
2019-04-04,ミサキドーナツよこすかポートマーケット店,神奈川県,139.67501582926062,35.283044998768055,1, #ドーナツ
2019-04-02,ミスタードーナツ アクタ西宮店,兵庫県,135.3567738292439,34.747030998776424,1, #ドーナツ
2019-03-31,KAHAKAI 千葉店,千葉県,140.1146182543951,35.61060673747563,1, #ドーナツ
2019-03-30,JUNO（ジュノ） 自由が丘本店,東京都,139.66623240676364,35.60674556706929,1, #ドーナツ
2019-03-21,JACK IN THE DONUTS アルプラザ香里園店,大阪府,135.62275242871854,34.78318366816985,1, #ドーナツ
2019-03-20,koé donuts kyoto コエ・ドーナツ 京都,京都府,135.76733700676013,35.00424126730767,1, #ドーナツ
2019-03-19,クリスピー・クリーム・ドーナツ北心斎橋店,大阪府,135.501172006754,34.67601296745022,1, #ドーナツ
2019-03-05,ミスタードーナツいよてつ髙島屋ショップ,愛媛県,132.7631369056297,33.8353477616868,1, #ドーナツ
2019-02-27,ミスタードーナツ 天王寺ミオショップ,大阪府,135.51240171545177,34.646791893610704,1, #ドーナツ
2019-02-27,つむぎベーグル,埼玉県,139.186873006776,36.23527416683057,1, #ドーナツ
2019-02-14,ミスタードーナツ フレンドタウン交野 ショップ,大阪府,135.67371365828598,34.77413499510392,1, #ドーナツ
2019-02-13,クリスピー・クリーム・ドーナツ コトチカ四条店,京都府,135.75913082926024,35.00300299877241,1, #ドーナツ
2018-12-13,BAGEL & BAGEL City 新所沢店,埼玉県,139.4572854887025,35.807478529185744,1, #ドーナツ
2018-12-12,スイーツDecoいるむ,北海道,141.4211675784843,43.03429456556367,1, #ドーナツ
2018-11-29,クリスピー・クリーム・ドーナツ 中野マルイ店,東京都,139.66462419296536,35.70475872400488,1, #ドーナツ
2018-11-25,クリスピー・クリーム・ドーナツ 柏高島屋ステーションモール店,千葉県,139.97056510608306,35.86283918287125,1, #ドーナツ
2018-11-25,BAGEL & BAGEL 柏高島屋ステーションモール店,千葉県,139.97056510608306,35.86283918287125,1, #ドーナツ
2018-11-23,ナチュアプラス イオンタウン川西店,兵庫県,135.41660102744498,34.85598899655125,1, #ドーナツ
2018-11-06,JACK IN THE DONUTS イオンモール津南店,三重県,136.5152749793398,34.67106144207654,1, #ドーナツ
2018-11-01,クリスピー・クリーム・ドーナツ 札幌ポールタウン店,北海道,141.3507086801174,43.05727889887905,1, #ドーナツ
2018-10-30,クリスピー・クリーム・ドーナツ流山おおたかの森 こかげテラス店,千葉県,139.9243491703307,35.87168808550467,1, #ドーナツ
2018-10-24,BAGEL & BAGEL 京王府中ショッピングセンター 店,東京都,139.4787611066603,35.67241186720613,1, #ドーナツ
2018-10-24,BAGEL & BAGEL City豊田高橋店,愛知県,137.18277237100028,35.09010735681309,1, #ドーナツ
2018-10-18,クリスピークリームドーナツ千歳アウトレットモール・レラ店,北海道,141.67294388011183,42.811194014585695,1, #ドーナツ
2018-10-17,BAGEL & BAGEL City  巣鴨店,東京都,139.74123862972198,35.73139795832573,1, #ドーナツ
2018-10-13,BALL DONUT PARK(ボール ドーナツ パーク)那覇オーパ店,沖縄県,127.67676070332527,26.21101816626808,1, #ドーナツ
2018-09-27,JACK IN THE DONUTS ららぽーと名古屋みなとアクルス,愛知県,136.88069867984413,35.109892368796366,1, #ドーナツ
2018-09-26,ツキノニジ,愛知県,137.03413537110887,35.17153216734385,1, #ドーナツ
2018-09-19,JACK IN THE DONUTSイオンモール出雲店,島根県,132.73014763211597,35.36755035481537,1, #ドーナツ
2018-09-14, ミスタードーナツ 京急川崎ショップ,神奈川県,139.70016779305124,35.53246666797133,1, #ドーナツ
2018-09-08,もとはし屋 昔ながらのあんドーナツ マルイファミリー志木店,埼玉県,139.57198427985898,35.82338102986701,1, #ドーナツ
2018-09-06,JACK IN THE DONUTS アルプラザ城陽店,京都府,135.7836622798205,34.84244408321692,1, #ドーナツ
2018-08-09,Nuts DOM くずはモール店,大阪府,135.67531061540674,34.86134848210458,1, #ドーナツ
2018-06-21,ジャック イン ザ ドーナッツ イオンモール和歌山店,和歌山県,135.1470899798276,34.27545201347651,1, #ドーナツ
2018-06-16,BAGEL＆BAGEL 京急百貨店 上大岡店,神奈川県,139.59585199171104,35.40851105258401,1, #ドーナツ
2018-06-14,ジャックインザドーナツ イオンモールいわき小名浜店,福島県,140.9022801599041,36.94685302152403,1, #ドーナツ
2018-04-27,クリスピー・クリーム・ドーナツ MiO香久山店,愛知県,137.02490871522588,35.14219748032342,1, #ドーナツ
2018-04-27,クリスピー・クリーム・ドーナツ町田マルイ店,東京都,139.44263757996535,35.54276478032361,1, #ドーナツ
2018-04-26,ミスタードーナツ ジョイナステラス二俣川ショップ,神奈川県,139.5316738275458,35.46357938024553,1, #ドーナツ
2018-03-25,Eltana（エルタナ）肥後橋店,大阪府,135.4965421126168,34.68962978043732,1, #ドーナツ
2018-03-25,クリスピークリームドーナツ吉祥寺元町通り店,東京都,139.57886170529048,35.70415278018889,1, #ドーナツ
2018-03-25,クリスピークリームドーナツ玉川髙島屋S・C店,東京都,139.62463751554398,35.6147764802099,1, #ドーナツ
2018-03-23,ミスタードーナツ 西広島駅前ショップ,広島県,132.42564868000954,34.39683798060894,1, #ドーナツ
2018-03-22,ベーグル&ベーグル ピオレ姫路店,兵庫県,134.68982965491668,34.827193681541004,1, #ドーナツ
2018-03-16,ミスタードーナツ イオンモール座間ショップ,神奈川県,139.42236578007913,35.5003198475757,1, #ドーナツ
2018-03-01,ミスタードーナツ/ザ・シフォン＆スプーン グランエミオ所沢ショップ,埼玉県,139.4717176155001,35.78620903181439,1, #ドーナツ
2018-02-26,WISE SONS TOKYO,東京都,139.76345309185342,35.68123508029129,1, #ドーナツ
2018-02-15,nicoドーナツ 宇佐店,大分県,131.28670451545727,33.576839050079464,1, #ドーナツ
2018-02-14,はらドーナッツ天神橋一丁目店,大阪府,135.50983851547858,34.69280409114832,1, #ドーナツ
2018-02-03,ミスタードーナツ  マーケットシティ桐生ショップ,群馬県,139.31629601551268,36.40574179750326,1, #ドーナツ
2018-02-01,BAGEL & BAGEL City 三島店,静岡県,138.91228481548677,35.1216022680662,1, #ドーナツ
2017-10-14,Agnes’ Portuguese Bake Shop cafe Tokyo Asakusa,東京都,139.7906956799603,35.713981380283705,1, #ドーナツ
2017-09-20,ミスタードーナツイオンモール松本ショップ,長野県,137.97620767997276,36.23400958016676,1, #ドーナツ
2017-09-04,ミスタードーナツ イオンスタイル豊田ショップ,愛知県,137.15749257994506,35.078474580435476,1, #ドーナツ
2017-08-20,はらドーナッツ三井アウトレットパーク大阪鶴見店,大阪府,135.59080191534713,34.71214719011252,1, #ドーナツ
2017-08-14,ハチハチベーグル 八王子製造所直売店,埼玉県,139.60839921537212,35.88264342650661,1, #ドーナツ
2017-07-31,ミスタードーナツ イオン鳥取ショップ,鳥取県,134.21912614652786,35.49351203695787,1, #ドーナツ
2017-07-31,ミスタードーナツ西友手稲ショップ,北海道,-1,-1,1, #ドーナツ
2017-07-21,はらドーナッツ セブンパーク アリオ柏店,千葉県,140.01047541537096,35.833562129209675,1, #ドーナツ
2017-07-02,ミスタードーナツさんすて岡山ショップ,岡山県,133.91529601536536,34.665751192596645,1, #ドーナツ
2017-07-01,Agnes’ Portuguese Bake Shop cafe 奈良店,奈良県,135.82557921560132,34.68251128043902,1, #ドーナツ
2017-06-28,JACK IN THE DONUTS イオンモール神戸南店,兵庫県,135.17231287986658,34.665418592710004,1, #ドーナツ
2017-06-20,JACK IN THE DONUTS イーアス高尾店,東京都,139.28678577988632,35.6429461397745,1, #ドーナツ
2017-05-11,クリスピー・クリーム・ドーナツ ディアモール大阪店,大阪府,135.49535747988867,34.70060498053025,1, #ドーナツ
2017-05-01,タコス＆もちもちドーナツ Red chili,岩手県,141.76503572923113,40.190278223189395,1, #ドーナツ
2017-04-28,はらドーナッツ 広島LECT店,広島県,132.40472221533986,34.372797608216274,1, #ドーナツ
2017-04-18,Mister Donut to go 池袋ショッピングパークショップ,東京都,139.71067367980137,35.730537434970394,1, #ドーナツ
2017-04-16,mister donut to go 新宿小田急エースショップ,東京都,139.69669197980056,35.69169143710241,1, #ドーナツ
2017-04-14,ニコット＆マム 京都タワーサンド店,京都府,135.75716077978558,34.98757697540331,1, #ドーナツ
2017-03-27,はらドーナッツ天三店,大阪府,135.50954961532543,34.702722880434166,1, #ドーナツ
2017-03-21,ミスタードーナツ イオンモール新小松ショップ,石川県,136.46316437980286,36.395011680131766,1, #ドーナツ
2017-02-28,ミスタードーナツ石神井公園駅前ショップ,東京都,139.60413727978573,35.743740580276906,1, #ドーナツ
2016-12-21,クリスピークリームドーナツ シャポー市川店,千葉県,139.90570877939766,35.72889233506163,1, #ドーナツ
2016-12-08,JACK IN THE DONUTS イオンモール長久手店,愛知県,137.0483743793831,35.173017665379824,1, #ドーナツ
2016-12-03,bakery nook,徳島県,134.6078772793574,34.1816849184408,1, #ドーナツ
2016-11-25,フロレスタ 大分駅上野の森口店,大分県,131.6026337794492,33.23278878093063,1, #ドーナツ
2016-11-22,ワイハテーブル,山口県,131.84241587935375,34.03833912600559,1, #ドーナツ
2016-11-19,HIGAJYU BAGEL,東京都,139.72667097952146,35.76295828027246,1, #ドーナツ
2016-11-10,フロレスタ セルバテラス店,宮城県,140.878962979469,38.32427948822651,1, #ドーナツ
2016-11-07,Mister Donut to go三ツ境ライフショップ,神奈川県,139.50098427939065,35.46793324934489,1, #ドーナツ
2016-10-07,JACK IN THE DONUTS イオンモール神戸北店,兵庫県,135.1937929292099,34.86117249920401,1, #ドーナツ
2016-10-04,ミスタードーナツ ららぽーと湘南平塚ショップ,神奈川県,139.35279681503974,35.336282056420295,1, #ドーナツ
2016-09-29,はらドーナッツ+ジューススタンド フレンテ明大前店,東京都,139.6480121150482,35.66893083825419,1, #ドーナツ
2016-09-22,DUMBO Doughnuts and Coffee,東京都,139.73364021515752,35.65393898020071,1, #ドーナツ
2016-09-15,CAMDEN’S BLUE STAR DONUTS心斎橋OPA,大阪府,135.49765347959726,34.67331268053722,1, #ドーナツ
2016-09-15,CAMDEN’S BLUE STAR DONUTS渋谷ヒカリエ,東京都,139.70319937675524,35.65898128029647,1, #ドーナツ
2016-09-14,BAGEL&BAGEL my healthy life 渋谷ヒカリエ ShinQs店,東京都,139.70319937675524,35.65898128029647,1, #ドーナツ
2016-09-14,クリスピー･クリーム･ドーナツ イオンタウンユーカリが丘店,千葉県,140.15022817962648,35.726671280280655,1, #ドーナツ
2016-09-13,ミスタードーナツ サニーサイドモール小倉ショップ,福岡県,130.93097651498906,33.83223213674,1, #ドーナツ
2016-09-06,CAMDEN’S BLUE STAR DONUTS梅田阪神,大阪府,135.49559237918837,34.70108989080185,1, #ドーナツ
2016-09-06,CAMDEN’S BLUE STAR DONUTS新宿ルミネ1,東京都,139.69713547921646,35.6892006372401,1, #ドーナツ
2016-09-01,BAGEL&BAGEL仙台セルバ店,宮城県,140.87990447977276,38.32356707976273,1, #ドーナツ
2016-08-24,ロッテリア アピタ新守山FS店,愛知県,136.94656325076824,35.20492468021145,1, #ドーナツ
2016-07-15,ミスタードーナツ イオン焼津ショップ,静岡県,138.30738967953815,34.839321383385325,1, #ドーナツ
2016-07-10,サザンメイドカフェ前橋店,群馬県,139.05398867957587,36.380800298992696,1, #ドーナツ
2016-05-28,水色レコード,三重県,136.51874767947038,34.629715394620455,1, #ドーナツ
2016-04-24,ミスタードーナツ セブンパークアリオ柏ショップ,千葉県,140.01084567955021,35.833918329287634,1, #ドーナツ
2016-04-23,JACK IN THE DONUTSイオンモール今治新都市店,愛媛県,132.96063567950705,34.04420442569633,1, #ドーナツ
2016-04-22,JACK IN THE DONUTSイオンモール橿原店,奈良県,135.76043367965542,34.50737098058008,1, #ドーナツ
2016-04-15,みぃ・ベーグルカフェ＆ナチュラルマーケット イーサイト高崎店,群馬県,139.01015967970454,36.3224679801475,1, #ドーナツ
2016-04-13,ミスタードーナツ南千里駅前ショップ,大阪府,135.5078176796689,34.79326598050677,1, #ドーナツ
2016-04-13,ミスタードーナツ本川越ペペ ショップ,埼玉県,139.47945167969925,35.914653980237745,1, #ドーナツ
2016-04-06,YES!BAGEL くろおび屋,山梨県,138.33169767969636,35.80926998026175,1, #ドーナツ
2016-03-20,ミスタードーナツイオンモール堺鉄砲ショップ,大阪府,135.47901367979418,34.59406798055779,1, #ドーナツ
2016-03-10,JACK IN THE DONUTSイオンタウン姶良店,鹿児島県,130.6235146796454,31.73179698139168,1, #ドーナツ
2016-02-17,はらドーナッツ武蔵小杉東急フードショースライス店,神奈川県,139.65703131529145,35.57608598021898,1, #ドーナツ
2016-02-09,旅ベーグル,香川県,133.77498867969123,34.27556898064096,1, #ドーナツ
